,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_type,policy_level
286,Arizona,No,1,Bachelor,Employed,F,Suburban,Married,1,Call Center,Four-Door Car,2,C,3
287,California,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,2
288,California,No,1,High School or Below,Unemployed,M,Suburban,Married,1,Agent,Luxury Car,2,P,1
289,Washington,No,1,College,Employed,M,Urban,Married,2,Call Center,Four-Door Car,3,P,2
290,Oregon,No,3,Bachelor,Employed,F,Suburban,Married,3,Branch,Four-Door Car,2,P,1
291,California,No,2,High School or Below,Employed,M,Urban,Married,4,Agent,Four-Door Car,3,P,2
292,Oregon,No,2,Master and Above,Employed,M,Rural,Married,1,Branch,Luxury Car,2,P,3
293,Arizona,No,1,Bachelor,Unemployed,F,Suburban,Single,3,Web,Four-Door Car,1,C,2
294,Oregon,No,3,High School or Below,Other,F,Rural,Married,1,Call Center,Two-Door Car,3,P,2
295,Arizona,No,1,Master and Above,Employed,M,Rural,Single,2,Branch,Four-Door Car,2,S,2
296,California,No,1,College,Employed,M,Suburban,Married,1,Agent,SUV,2,P,3
297,Washington,No,1,Bachelor,Unemployed,F,Rural,Married,2,Branch,Four-Door Car,2,S,2
298,Arizona,No,1,College,Employed,M,Suburban,Married,2,Branch,Four-Door Car,1,P,1
299,Oregon,No,3,High School or Below,Unemployed,M,Suburban,Single,3,Web,Four-Door Car,2,C,3
300,California,No,1,College,Employed,M,Suburban,Married,2,Agent,Four-Door Car,2,P,3
301,Nevada,No,1,Bachelor,Employed,M,Rural,Married,4,Web,Four-Door Car,2,C,3
302,Oregon,Yes,1,High School or Below,Other,M,Suburban,Married,1,Web,Luxury Car,2,P,2
303,Washington,No,1,College,Employed,F,Rural,Married,1,Agent,SUV,1,P,1
304,Oregon,No,2,Bachelor,Unemployed,F,Suburban,Single,1,Call Center,Four-Door Car,2,P,1
305,Washington,Yes,1,College,Unemployed,F,Suburban,Single,1,Agent,SUV,2,C,3
306,California,No,1,Bachelor,Unemployed,M,Suburban,Married,2,Call Center,SUV,2,C,1
307,Oregon,No,2,College,Employed,M,Urban,Single,3,Web,SUV,2,P,3
308,Oregon,Yes,3,Bachelor,Employed,F,Rural,Single,2,Agent,Four-Door Car,2,P,3
309,California,Yes,1,Bachelor,Employed,F,Suburban,Married,2,Call Center,Four-Door Car,1,C,2
310,Oregon,No,1,Bachelor,Employed,M,Rural,Married,1,Agent,Four-Door Car,1,P,2
311,Oregon,Yes,1,High School or Below,Employed,F,Urban,Married,1,Agent,SUV,2,P,3
312,California,No,1,High School or Below,Employed,M,Rural,Married,4,Agent,Four-Door Car,2,C,2
313,Oregon,No,1,Master and Above,Employed,F,Urban,Married,3,Call Center,SUV,1,P,3
314,Oregon,No,3,Master and Above,Employed,F,Suburban,Single,1,Branch,Four-Door Car,2,C,3
315,Oregon,No,3,Bachelor,Unemployed,M,Suburban,Single,3,Branch,SUV,2,P,3
316,Oregon,No,2,College,Employed,F,Rural,Married,3,Call Center,SUV,2,C,3
317,California,No,2,Bachelor,Employed,F,Suburban,Married,2,Agent,Two-Door Car,1,P,3
318,California,No,2,Bachelor,Employed,F,Suburban,Single,3,Call Center,SUV,2,P,2
319,California,Yes,1,Master and Above,Employed,F,Rural,Married,2,Web,Four-Door Car,3,P,3
320,Arizona,No,1,College,Employed,F,Rural,Married,4,Agent,SUV,1,C,3
321,Arizona,Yes,1,Master and Above,Employed,F,Urban,Married,2,Branch,Four-Door Car,2,P,1
322,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,2,C,3
323,California,No,1,College,Unemployed,F,Suburban,Single,2,Call Center,Four-Door Car,2,P,2
324,California,No,2,Bachelor,Employed,M,Suburban,Married,4,Branch,Four-Door Car,2,P,2
325,California,Yes,1,College,Unemployed,M,Suburban,Married,1,Branch,SUV,2,P,3
326,Nevada,No,2,High School or Below,Unemployed,F,Suburban,Single,2,Web,Four-Door Car,1,P,2
327,Nevada,No,1,Bachelor,Employed,F,Rural,Married,2,Web,Four-Door Car,2,C,1
328,Oregon,No,1,College,Employed,F,Urban,Single,2,Agent,Four-Door Car,2,P,2
329,California,No,2,Bachelor,Employed,M,Suburban,Single,1,Call Center,Two-Door Car,2,P,1
330,California,No,1,High School or Below,Unemployed,M,Suburban,Single,2,Agent,Four-Door Car,2,P,3
331,California,No,1,High School or Below,Unemployed,F,Suburban,Married,3,Web,SUV,2,C,1
332,California,No,1,College,Employed,F,Suburban,Single,1,Agent,Two-Door Car,2,P,1
333,Oregon,No,2,High School or Below,Unemployed,M,Suburban,Married,4,Call Center,Four-Door Car,2,P,1
334,Arizona,No,1,College,Employed,F,Suburban,Married,1,Call Center,Four-Door Car,1,P,2
335,Arizona,No,1,High School or Below,Unemployed,M,Suburban,Married,1,Call Center,Two-Door Car,2,P,3
336,California,No,1,College,Employed,M,Suburban,Married,1,Agent,Four-Door Car,3,P,2
337,California,No,1,Bachelor,Employed,M,Rural,Married,4,Call Center,Four-Door Car,2,C,2
338,Arizona,No,1,Bachelor,Unemployed,F,Rural,Married,1,Web,Four-Door Car,2,P,2
339,California,No,2,College,Employed,M,Rural,Married,4,Branch,Two-Door Car,2,P,1
340,California,No,1,High School or Below,Unemployed,F,Suburban,Single,3,Branch,SUV,2,P,1
341,California,No,3,High School or Below,Employed,M,Suburban,Married,4,Call Center,SUV,1,P,3
342,Oregon,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,2,P,3
343,California,No,1,High School or Below,Unemployed,F,Suburban,Single,2,Web,Four-Door Car,2,P,3
344,California,Yes,1,High School or Below,Employed,F,Suburban,Single,2,Call Center,Four-Door Car,2,P,3
345,Nevada,No,1,Bachelor,Unemployed,F,Suburban,Single,2,Branch,Four-Door Car,3,P,1
346,Oregon,No,1,High School or Below,Other,M,Suburban,Married,1,Agent,Four-Door Car,2,P,1
347,Washington,No,1,Master and Above,Other,M,Urban,Single,4,Web,Four-Door Car,2,P,3
348,Nevada,No,2,Bachelor,Employed,F,Rural,Married,1,Call Center,Four-Door Car,2,P,3
349,Oregon,No,2,College,Employed,F,Suburban,Married,4,Agent,Four-Door Car,2,C,2
350,California,No,3,College,Other,F,Rural,Married,1,Agent,Four-Door Car,2,P,3
351,Arizona,No,1,College,Employed,F,Urban,Married,2,Branch,Four-Door Car,2,C,3
352,California,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Call Center,Four-Door Car,1,C,3
353,Washington,No,1,Master and Above,Employed,F,Rural,Married,2,Web,Two-Door Car,2,P,3
354,Washington,No,1,High School or Below,Unemployed,F,Suburban,Married,4,Branch,Four-Door Car,3,P,3
355,California,No,1,High School or Below,Employed,M,Suburban,Married,2,Branch,Two-Door Car,1,P,3
356,Oregon,No,1,Master and Above,Employed,F,Urban,Single,2,Branch,SUV,2,P,2
357,California,No,3,High School or Below,Unemployed,F,Suburban,Single,1,Agent,SUV,2,P,3
358,Nevada,No,1,College,Employed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,2
359,California,No,1,Master and Above,Employed,M,Suburban,Married,4,Call Center,Four-Door Car,1,P,3
360,Nevada,No,1,College,Unemployed,M,Suburban,Single,3,Call Center,Four-Door Car,2,P,1
361,Arizona,Yes,2,Bachelor,Unemployed,F,Suburban,Married,2,Agent,Four-Door Car,1,P,1
362,California,No,1,Bachelor,Unemployed,F,Suburban,Single,2,Agent,Luxury Car,3,P,2
363,Oregon,Yes,1,Bachelor,Other,M,Suburban,Single,1,Agent,Four-Door Car,2,P,2
364,California,No,1,High School or Below,Other,M,Suburban,Married,1,Branch,Four-Door Car,3,S,3
365,Arizona,No,2,Bachelor,Employed,M,Suburban,Single,1,Call Center,Four-Door Car,1,C,2
366,California,No,3,College,Employed,F,Urban,Single,2,Call Center,SUV,1,P,3
367,California,Yes,1,College,Other,F,Suburban,Married,2,Call Center,Four-Door Car,2,C,3
368,Oregon,No,1,Bachelor,Employed,F,Rural,Married,2,Web,Four-Door Car,2,P,3
369,Oregon,Yes,2,Master and Above,Employed,F,Rural,Married,1,Branch,Four-Door Car,3,C,2
370,California,Yes,1,Bachelor,Employed,M,Suburban,Married,2,Call Center,Two-Door Car,2,P,1
371,California,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Branch,Luxury Car,2,P,1
372,Arizona,No,1,Bachelor,Other,M,Suburban,Single,1,Agent,Four-Door Car,2,C,3
373,California,Yes,1,Bachelor,Employed,F,Suburban,Single,1,Web,SUV,2,P,3
374,Oregon,No,1,Master and Above,Employed,F,Rural,Married,2,Branch,Two-Door Car,2,P,3
375,Arizona,No,2,College,Employed,M,Rural,Married,1,Agent,SUV,1,S,3
376,California,No,1,High School or Below,Other,F,Suburban,Married,4,Web,SUV,2,P,2
377,California,No,3,Bachelor,Employed,F,Suburban,Married,4,Branch,SUV,2,P,2
378,Nevada,No,1,High School or Below,Other,F,Suburban,Single,2,Agent,Two-Door Car,2,P,3
379,California,Yes,2,College,Employed,F,Suburban,Single,1,Branch,Four-Door Car,2,C,3
380,Arizona,No,2,College,Employed,M,Urban,Married,2,Call Center,Four-Door Car,2,P,1
381,Arizona,Yes,1,Bachelor,Employed,F,Urban,Married,2,Agent,Four-Door Car,2,S,3
382,Washington,No,1,College,Employed,F,Suburban,Married,2,Web,Two-Door Car,2,P,2
383,Arizona,No,1,College,Employed,F,Suburban,Married,4,Call Center,SUV,1,P,3
384,Washington,No,3,Master and Above,Employed,M,Suburban,Married,1,Call Center,Two-Door Car,1,P,2
385,Oregon,No,1,College,Employed,F,Suburban,Single,3,Agent,SUV,2,P,3
386,Washington,No,1,High School or Below,Employed,F,Urban,Married,1,Branch,Two-Door Car,2,C,2
387,Oregon,No,2,Bachelor,Other,M,Urban,Single,1,Branch,Four-Door Car,2,P,2
388,California,Yes,1,College,Other,M,Suburban,Married,2,Agent,Luxury Car,2,P,3
389,California,No,1,Master and Above,Employed,F,Rural,Single,2,Branch,Four-Door Car,2,P,2
390,California,No,1,Master and Above,Employed,M,Urban,Married,2,Branch,Four-Door Car,2,P,1
391,California,No,1,Bachelor,Employed,M,Rural,Married,2,Agent,Four-Door Car,3,C,3
392,California,No,2,College,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,1,P,1
393,Nevada,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Agent,Two-Door Car,2,P,2
394,Washington,No,3,Bachelor,Employed,F,Rural,Single,1,Call Center,Four-Door Car,2,C,1
395,Oregon,No,2,High School or Below,Employed,M,Suburban,Single,3,Agent,Four-Door Car,2,C,3
396,Oregon,No,1,Bachelor,Employed,M,Rural,Single,3,Agent,Two-Door Car,1,P,2
397,Arizona,No,1,Bachelor,Employed,F,Urban,Married,1,Agent,SUV,1,C,3
398,Nevada,Yes,3,High School or Below,Employed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,1
399,Oregon,No,1,High School or Below,Employed,M,Suburban,Single,4,Agent,Four-Door Car,2,P,3
400,Washington,Yes,1,Bachelor,Employed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,3
401,Washington,No,2,Bachelor,Other,F,Suburban,Single,1,Branch,SUV,2,C,2
402,Oregon,No,2,College,Unemployed,M,Suburban,Single,1,Web,Four-Door Car,2,S,1
403,Arizona,No,1,College,Unemployed,F,Suburban,Single,4,Call Center,Four-Door Car,2,P,2
404,Nevada,No,2,Bachelor,Employed,F,Rural,Married,1,Agent,Luxury Car,1,P,3
405,California,No,2,High School or Below,Employed,F,Rural,Married,3,Call Center,SUV,2,P,3
406,Oregon,No,1,High School or Below,Employed,M,Rural,Single,2,Web,Four-Door Car,2,C,3
407,California,No,1,Master and Above,Unemployed,F,Suburban,Married,1,Call Center,Luxury Car,3,P,3
408,Arizona,Yes,1,High School or Below,Employed,F,Suburban,Married,2,Agent,Luxury Car,2,P,1
409,California,No,1,High School or Below,Unemployed,M,Suburban,Married,3,Agent,Luxury Car,3,P,1
410,Oregon,No,3,College,Employed,M,Urban,Married,3,Call Center,SUV,2,P,3
411,California,No,1,College,Employed,F,Urban,Married,1,Agent,Four-Door Car,2,P,3
412,Oregon,No,1,Master and Above,Employed,F,Suburban,Married,4,Branch,Four-Door Car,2,C,2
413,California,No,1,High School or Below,Unemployed,F,Suburban,Single,3,Branch,Two-Door Car,2,P,3
414,Arizona,Yes,2,College,Other,F,Suburban,Single,1,Branch,Four-Door Car,2,P,2
415,Oregon,No,1,College,Unemployed,F,Suburban,Single,1,Agent,Luxury Car,2,S,1
416,Washington,No,1,Bachelor,Employed,M,Suburban,Married,1,Call Center,Four-Door Car,2,P,1
417,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Call Center,Four-Door Car,2,C,2
418,Nevada,No,1,College,Other,M,Suburban,Married,2,Web,Luxury Car,3,P,1
419,Oregon,No,1,Master and Above,Employed,M,Suburban,Married,4,Agent,SUV,2,P,3
420,Oregon,No,2,College,Unemployed,M,Suburban,Married,2,Agent,Luxury Car,2,P,2
421,Oregon,No,1,College,Employed,F,Suburban,Married,3,Agent,Four-Door Car,1,P,3
422,Arizona,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Luxury Car,1,P,3
423,Oregon,No,1,College,Employed,F,Rural,Married,3,Branch,Two-Door Car,2,P,2
424,Oregon,No,3,High School or Below,Unemployed,F,Suburban,Married,3,Agent,Four-Door Car,2,P,2
425,California,No,2,Bachelor,Employed,M,Rural,Married,1,Call Center,Luxury Car,1,P,3
426,Arizona,No,2,Master and Above,Employed,F,Urban,Married,2,Branch,SUV,2,P,3
427,Oregon,No,1,Master and Above,Employed,M,Urban,Married,4,Agent,Two-Door Car,2,P,1
428,Oregon,Yes,2,High School or Below,Other,M,Suburban,Single,2,Agent,SUV,2,C,3
429,Oregon,No,3,High School or Below,Employed,M,Suburban,Married,1,Agent,SUV,2,C,1
430,Washington,No,1,College,Unemployed,M,Suburban,Married,2,Call Center,Two-Door Car,3,P,2
431,Washington,No,1,College,Employed,F,Suburban,Single,1,Branch,Two-Door Car,2,P,1
432,California,Yes,3,College,Employed,M,Suburban,Married,2,Branch,Four-Door Car,2,P,1
433,Oregon,No,2,Master and Above,Employed,F,Suburban,Single,2,Agent,Luxury Car,2,C,3
434,Washington,Yes,2,Bachelor,Employed,F,Suburban,Single,2,Agent,SUV,2,C,2
435,California,No,1,Master and Above,Unemployed,M,Suburban,Married,1,Branch,Luxury Car,3,P,3
436,Washington,No,1,College,Employed,F,Suburban,Single,1,Agent,Two-Door Car,2,P,3
437,Oregon,No,2,Bachelor,Employed,F,Rural,Married,3,Call Center,Four-Door Car,3,P,1
438,Nevada,No,1,High School or Below,Employed,M,Rural,Married,3,Agent,Luxury Car,2,P,3
439,Oregon,No,2,College,Unemployed,F,Suburban,Single,2,Agent,Four-Door Car,3,P,3
440,Washington,No,3,College,Other,M,Suburban,Married,1,Call Center,Four-Door Car,1,C,1
441,Nevada,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Two-Door Car,2,P,1
442,Oregon,No,2,College,Unemployed,M,Suburban,Married,2,Agent,SUV,2,P,3
443,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Married,1,Agent,Four-Door Car,2,P,2
444,Arizona,No,2,College,Employed,F,Rural,Single,1,Web,Luxury Car,1,P,2
445,California,No,1,Bachelor,Other,F,Suburban,Single,2,Agent,Four-Door Car,2,C,3
446,California,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Web,Four-Door Car,2,P,3
447,California,No,1,High School or Below,Employed,M,Suburban,Married,2,Branch,SUV,2,S,1
448,Nevada,No,2,Bachelor,Unemployed,M,Suburban,Single,2,Web,Four-Door Car,1,C,3
449,Washington,No,1,Bachelor,Employed,M,Rural,Single,2,Call Center,SUV,2,P,2
450,Oregon,No,1,Bachelor,Other,F,Suburban,Married,1,Branch,Luxury Car,2,P,3
451,Oregon,No,1,Bachelor,Other,M,Suburban,Married,1,Web,SUV,2,P,3
452,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Branch,Four-Door Car,3,P,3
453,Nevada,No,2,Master and Above,Employed,M,Rural,Single,1,Agent,Four-Door Car,1,C,2
454,Nevada,No,1,College,Employed,M,Suburban,Single,2,Branch,Four-Door Car,2,P,1
455,Oregon,No,1,Bachelor,Other,M,Suburban,Single,1,Branch,Four-Door Car,2,C,1
456,Nevada,No,2,Master and Above,Unemployed,M,Urban,Married,2,Agent,Two-Door Car,2,C,3
457,California,No,2,Bachelor,Employed,F,Suburban,Married,1,Branch,Luxury Car,2,P,2
458,California,No,1,High School or Below,Employed,M,Suburban,Single,1,Agent,Four-Door Car,2,C,1
459,California,No,2,Bachelor,Other,F,Urban,Married,1,Branch,Two-Door Car,3,C,3
460,Oregon,No,1,High School or Below,Employed,F,Urban,Single,1,Call Center,Four-Door Car,2,P,3
461,California,No,1,College,Other,F,Suburban,Married,1,Web,SUV,2,P,1
462,Nevada,No,1,College,Unemployed,M,Suburban,Single,2,Web,Four-Door Car,2,P,3
463,Arizona,No,1,Master and Above,Employed,M,Urban,Married,2,Web,Luxury Car,2,P,2
464,Oregon,No,1,College,Other,M,Suburban,Married,2,Branch,Four-Door Car,1,P,2
465,Oregon,No,2,Bachelor,Employed,M,Suburban,Married,1,Agent,Two-Door Car,1,P,2
466,California,No,1,Bachelor,Employed,M,Urban,Married,4,Agent,Four-Door Car,2,C,3
467,Oregon,No,2,Bachelor,Unemployed,F,Suburban,Single,4,Web,Four-Door Car,2,C,1
468,Arizona,No,1,Bachelor,Employed,F,Rural,Married,1,Branch,Four-Door Car,2,C,3
469,California,No,2,College,Employed,M,Rural,Single,1,Web,SUV,1,C,3
470,California,No,1,High School or Below,Employed,M,Rural,Married,2,Branch,Four-Door Car,2,P,2
471,Arizona,No,1,College,Employed,F,Rural,Married,1,Agent,Four-Door Car,2,S,2
472,Arizona,No,3,Bachelor,Unemployed,M,Suburban,Single,1,Branch,Two-Door Car,2,C,2
473,Arizona,No,3,High School or Below,Unemployed,M,Suburban,Married,4,Branch,Two-Door Car,2,C,2
474,Arizona,No,2,College,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,3
475,Oregon,No,1,Bachelor,Employed,F,Suburban,Married,2,Agent,Two-Door Car,2,P,3
476,Nevada,No,1,College,Unemployed,M,Suburban,Married,1,Agent,Two-Door Car,2,P,2
477,Arizona,No,2,College,Employed,M,Rural,Married,1,Call Center,Four-Door Car,2,P,3
478,Oregon,No,2,High School or Below,Employed,F,Urban,Married,2,Agent,Two-Door Car,2,P,3
479,Washington,No,1,Bachelor,Unemployed,F,Suburban,Single,2,Agent,Four-Door Car,2,P,3
480,Oregon,Yes,1,Bachelor,Employed,M,Rural,Married,3,Agent,Four-Door Car,2,P,1
481,Washington,Yes,1,High School or Below,Employed,F,Rural,Single,2,Agent,Four-Door Car,2,P,3
482,Arizona,Yes,1,College,Employed,F,Suburban,Married,1,Agent,Four-Door Car,2,P,2
483,California,Yes,1,College,Other,F,Suburban,Single,1,Web,Two-Door Car,2,P,1
484,Arizona,No,2,Master and Above,Employed,F,Urban,Married,1,Branch,Four-Door Car,2,P,3
485,Arizona,No,2,College,Unemployed,F,Suburban,Single,3,Call Center,Four-Door Car,2,P,3
486,Arizona,No,2,Bachelor,Employed,F,Suburban,Married,1,Branch,Four-Door Car,1,P,1
487,California,No,2,College,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,3
488,Oregon,No,1,High School or Below,Employed,M,Suburban,Married,2,Agent,Two-Door Car,1,P,3
489,Oregon,No,1,Master and Above,Employed,F,Rural,Married,3,Branch,Four-Door Car,3,P,1
490,California,No,1,High School or Below,Employed,F,Suburban,Married,3,Branch,Four-Door Car,2,C,3
491,Oregon,No,1,College,Employed,F,Suburban,Single,3,Web,Four-Door Car,3,P,3
492,Nevada,No,3,High School or Below,Employed,M,Suburban,Single,2,Agent,Two-Door Car,2,P,2
493,Arizona,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Two-Door Car,2,C,1
494,California,No,1,Master and Above,Employed,F,Rural,Married,4,Branch,Four-Door Car,2,P,3
495,California,No,1,College,Employed,F,Suburban,Married,4,Agent,SUV,2,P,1
496,Oregon,Yes,3,High School or Below,Employed,M,Suburban,Single,1,Agent,Luxury Car,2,P,3
497,Arizona,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Branch,Four-Door Car,1,P,1
498,Nevada,No,2,Master and Above,Employed,M,Suburban,Single,2,Call Center,Four-Door Car,2,P,2
499,Oregon,No,1,High School or Below,Employed,M,Urban,Married,1,Branch,SUV,2,P,2
500,Nevada,No,2,Bachelor,Employed,F,Suburban,Single,3,Web,Two-Door Car,1,C,2
501,California,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,1,P,3
502,Nevada,No,1,College,Unemployed,M,Suburban,Single,1,Agent,SUV,2,C,2
503,Arizona,Yes,1,College,Employed,M,Urban,Married,2,Web,Four-Door Car,2,P,3
504,Oregon,No,3,College,Employed,F,Suburban,Married,3,Call Center,Two-Door Car,2,C,1
505,California,No,1,High School or Below,Other,M,Suburban,Married,1,Agent,Four-Door Car,1,P,3
506,Oregon,No,1,College,Employed,F,Rural,Married,2,Agent,SUV,2,C,3
507,Oregon,No,1,Master and Above,Other,F,Suburban,Married,1,Branch,Four-Door Car,2,C,2
508,Nevada,No,2,Bachelor,Employed,F,Suburban,Married,4,Branch,Four-Door Car,2,P,2
509,Oregon,No,1,High School or Below,Employed,M,Suburban,Married,2,Agent,Two-Door Car,1,C,3
510,Oregon,No,3,College,Employed,F,Suburban,Single,2,Agent,Luxury Car,2,P,1
511,Oregon,No,2,Bachelor,Other,M,Suburban,Married,1,Branch,SUV,1,P,1
512,Oregon,No,2,College,Employed,M,Rural,Single,1,Call Center,Luxury Car,2,C,3
513,California,No,1,High School or Below,Unemployed,F,Suburban,Married,1,Call Center,SUV,2,C,2
514,California,No,3,High School or Below,Unemployed,F,Suburban,Married,1,Agent,Four-Door Car,2,P,3
515,California,No,1,High School or Below,Unemployed,F,Suburban,Married,2,Web,Two-Door Car,2,P,2
516,Arizona,No,2,Bachelor,Other,F,Suburban,Married,1,Agent,Four-Door Car,2,S,1
517,Arizona,No,3,Bachelor,Employed,M,Rural,Married,2,Web,Four-Door Car,2,C,1
518,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,2,Call Center,Two-Door Car,3,P,3
519,Oregon,No,1,College,Employed,F,Suburban,Married,2,Agent,Luxury Car,2,P,2
520,California,No,2,Bachelor,Employed,F,Urban,Single,1,Branch,SUV,2,C,2
521,Oregon,Yes,1,High School or Below,Employed,M,Suburban,Single,2,Call Center,Four-Door Car,2,C,3
522,California,No,2,College,Unemployed,M,Suburban,Single,1,Branch,Luxury Car,1,C,1
523,Nevada,No,2,Bachelor,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,1,P,3
524,Arizona,No,1,College,Unemployed,M,Rural,Married,3,Agent,Two-Door Car,2,P,1
525,Arizona,No,1,High School or Below,Employed,F,Suburban,Single,2,Web,Four-Door Car,2,C,1
526,Oregon,No,1,Bachelor,Employed,M,Suburban,Single,1,Agent,Two-Door Car,2,P,3
527,Oregon,Yes,1,College,Employed,M,Suburban,Single,1,Agent,Two-Door Car,2,P,3
528,Oregon,No,1,High School or Below,Other,M,Suburban,Single,1,Web,SUV,2,P,2
529,California,Yes,1,Master and Above,Employed,F,Rural,Married,2,Web,Four-Door Car,3,S,2
530,Arizona,No,1,College,Employed,M,Urban,Married,2,Web,Four-Door Car,2,C,3
531,Arizona,Yes,2,Bachelor,Unemployed,F,Suburban,Single,1,Call Center,Two-Door Car,3,P,3
